grp,z,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
b 400-460 b 400-460 c Failed,0,2.25,1,1,1,2,25,7,94,1,3,-46,0,1,2
b 400-460 b 400-460 c Failed,0,3.75,1,2,1,2,19,2,95,1,4,-66,0,1,2
c 460-520 c 460-520 c Failed,0,3.875,1,1,1,2,20,2,96,1,2,-52,0,1,2
c 460-520 c 460-520 c Failed,0,3.875,1,1,2,2,23.3,7,94,1,5,-48,0,0,2
c 460-520 c 460-520 c Failed,0,3.875,2,1,2,2,20,7,95,1,3,-51,0,1,2
c 460-520 c 460-520 a Passed 1st time,0,3,5,7,5,2,27.5,7,94,1,4,-52,0,1,2
c 460-520 c 460-520 a Passed 1st time,0,3.25,4,3,5,2,26,2,94,1,4,-59,0,1,2
c 460-520 c 460-520 a Passed 1st time,0,3.25,2,6,3,2,26,7,94,1,2,-55,0,1,2
c 460-520 c 460-520 b Passed 2nd time,0,3,2,1,2,2,27,1,95,1,4,-61,0,1,2
c 460-520 c 460-520 b Passed 2nd time,0,3,5,3,5,2,27.5,7,95,1,4,-58,0,0,2
c 460-520 c 460-520 a Passed 1st time,0,3,4,6,5,2,25,7,94,1,3,-59,0,1,2
c 460-520 c 460-520 a Passed 1st time,0,3.5,5,4,5,2,25,7,94,1,1,-59,0,1,2
c 460-520 c 460-520 a Passed 1st time,0,3.25,5,5,5,2,26,7,95,2,3,-59,1,0,2
c 460-520 c 460-520 b Passed 2nd time,0,3.125,4,3,5,2,24,7,95,1,4,-59,0,1,2
c 460-520 c 460-520 a Passed 1st time,0,4.125,1,2,1,2,22,7,94,1,5,-59,0,1,2
c 460-520 c 460-520 a Passed 1st time,0,2.875,5,2,5,2,28,7,94,1,2,-60,0,1,2
c 460-520 c 460-520 b Passed 2nd time,0,3.125,4,1,4,2,25,7,95,1,5,-60,0,1,2
c 460-520 c 460-520 c Failed,0,3.25,1,1,2,2,25,2,95,1,5,-65,0,0,2
c 460-520 c 460-520 b Passed 2nd time,0,4.125,3,4,3,2,20,7,95,2,1,-61,1,0,2
c 460-520 c 460-520 a Passed 1st time,0,3.125,5,2,5,2,26,2,95,2,5,-66,1,1,2
d 520-580 d 520-580 c Failed,0,3.75,1,1,1,2,25,2,95,1,1,-23,0,1,2
d 520-580 d 520-580 c Failed,0,4.125,1,4,1,2,24,7,95,2,3,-35,1,0,2
d 520-580 d 520-580 a Passed 1st time,0,3.5,9,10,9,2,28,7,94,1,4,-39,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,4,3,6,3,2,24,7,94,1,5,-41,0,0,2
d 520-580 d 520-580 a Passed 1st time,0,3.25,3,3,3,2,29,7,95,2,2,-42,1,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.25,5,7,6,2,30,2,94,1,2,-47,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.25,4,5,5,2,29,7,94,1,4,-44,0,0,2
d 520-580 d 520-580 a Passed 1st time,0,3,6,6,6,2,29,7,94,1,3,-44,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.875,4,3,4,2,25,7,94,2,3,-48,1,1,2
d 520-580 d 520-580 a Passed 1st time,0,3,3,4,4,2,31,7,94,1,4,-48,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.625,4,2,4,2,28,7,94,2,2,-49,1,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.25,7,7,7,2,28,2,95,1,3,-54,0,1,2
d 520-580 d 520-580 b Passed 2nd time,0,2.625,5,5,6,2,31,7,95,2,4,-49,1,1,2
d 520-580 d 520-580 a Passed 1st time,0,4,2,2,2,2,24,2,95,1,3,-55,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,2.625,5,5,5,2,33,7,94,1,3,-50,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.875,10,10,10,2,27,7,94,1,4,-50,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,2.875,10,9,10,2,30,2,95,1,4,-56,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,4,7,3,8,2,26,7,94,1,4,-52,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.5,8,8,8,2,28,7,94,1,5,-52,0,0,2
d 520-580 d 520-580 a Passed 1st time,0,3.625,6,5,7,2,27,2,95,1,3,-58,0,0,2
d 520-580 d 520-580 a Passed 1st time,0,3,4,5,4,2,28,7,94,1,4,-53,0,1,2
d 520-580 d 520-580 b Passed 2nd time,0,3.75,3,1,3,2,27,7,95,1,2,-54,0,0,2
d 520-580 d 520-580 a Passed 1st time,0,3.375,5,5,5,2,29,7,94,1,4,-54,0,0,2
d 520-580 d 520-580 b Passed 2nd time,0,3.125,1,2,1,2,29,7,95,1,3,-55,0,0,2
d 520-580 d 520-580 a Passed 1st time,0,2.75,6,7,6,2,29.5,2,94,1,4,-60,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.5,3,3,3,2,29,7,94,1,3,-56,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.25,4,7,5,2,28,7,94,1,4,-56,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,2.625,3,7,4,2,30,7,94,1,4,-56,0,1,2
d 520-580 d 520-580 c Failed,0,3.5,1,1,1,2,26.5,7,94,1,3,-56,0,0,2
d 520-580 d 520-580 a Passed 1st time,0,3.5,5,5,5,2,29,7,94,1,3,-56,0,1,2
d 520-580 d 520-580 c Failed,0,3,4,4,5,2,29,7,94,1,2,-56,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.5,2,5,2,2,28.5,2,96,1,3,-61,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.5,6,7,6,2,28.5,7,94,1,4,-57,0,0,2
d 520-580 d 520-580 a Passed 1st time,0,3.125,7,8,7,2,29,7,94,1,4,-57,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.625,9,10,9,2,28,7,94,1,2,-57,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.25,6,5,6,2,29,7,94,1,4,-57,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.25,3,3,3,2,29,7,94,1,2,-57,0,0,2
d 520-580 d 520-580 a Passed 1st time,0,3.875,1,4,2,2,27,7,94,1,4,-58,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.75,6,10,6,2,26.5,2,95,1,3,-63,0,0,2
d 520-580 d 520-580 b Passed 2nd time,0,3.625,1,2,1,2,28,2,95,1,4,-63,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.375,2,3,3,2,28,7,95,1,4,-58,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,4.25,1,1,1,2,25,7,94,1,4,-58,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.375,7,3,7,2,29,7,94,1,2,-58,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.875,6,5,7,2,27,7,94,1,3,-59,0,0,2
d 520-580 d 520-580 a Passed 1st time,0,3.375,6,2,6,2,29.5,7,94,2,3,-59,1,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.875,9,9,9,2,26,7,94,1,3,-59,0,0,2
d 520-580 d 520-580 a Passed 1st time,0,3.25,8,9,8,2,30,7,94,1,3,-59,0,1,2
d 520-580 d 520-580 c Failed,0,3.875,3,2,4,2,27,2,95,1,3,-64,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.625,2,4,2,2,26,7,94,1,4,-59,0,0,2
d 520-580 d 520-580 b Passed 2nd time,0,3.25,8,7,8,2,28,7,95,1,3,-59,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.25,7,7,7,2,30,7,94,1,4,-59,0,0,2
d 520-580 d 520-580 a Passed 1st time,0,3.375,7,10,7,2,26.3,7,94,2,4,-59,1,1,2
d 520-580 d 520-580 a Passed 1st time,0,2.875,6,3,6,2,29,2,95,2,4,-64,1,0,2
d 520-580 d 520-580 c Failed,0,2.875,1,1,2,2,29,7,94,1,4,-59,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.125,4,5,4,2,29,2,94,1,4,-64,0,1,2
d 520-580 d 520-580 b Passed 2nd time,0,3.875,3,3,3,2,26,7,95,1,4,-60,0,0,2
d 520-580 d 520-580 b Passed 2nd time,0,3.375,1,1,2,2,27,2,96,2,4,-65,1,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.25,4,5,4,2,30,2,95,1,3,-65,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.25,4,3,4,2,27,2,95,1,5,-65,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3,5,3,5,2,28.3,7,94,1,3,-60,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.25,6,5,7,2,29.5,7,95,2,3,-60,1,1,2
d 520-580 d 520-580 b Passed 2nd time,0,3.5,9,6,9,2,26.3,7,95,1,4,-60,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3,2,2,3,2,29,7,94,1,5,-60,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.375,4,4,4,2,29,7,94,1,3,-60,0,0,2
d 520-580 d 520-580 a Passed 1st time,0,3.25,6,5,7,2,28.5,7,94,1,4,-60,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.5,5,4,5,2,27.3,7,94,1,4,-60,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.625,6,5,6,2,27.7,2,95,2,4,-65,1,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.25,8,5,8,2,26.5,7,94,2,3,-60,1,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.875,6,6,6,2,25.7,7,94,1,4,-60,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.125,3,5,4,2,28,7,94,1,4,-60,0,1,2
d 520-580 d 520-580 b Passed 2nd time,0,3.125,1,2,2,2,28,7,95,1,3,-60,0,0,2
d 520-580 d 520-580 a Passed 1st time,0,2.375,4,6,4,2,32,2,95,2,4,-65,1,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.125,1,7,1,2,29,7,94,1,3,-61,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.875,9,10,9,2,26.5,7,94,1,4,-61,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,4,4,7,5,2,26,7,94,1,2,-61,0,0,2
d 520-580 d 520-580 a Passed 1st time,0,3.625,4,3,5,2,26.5,7,94,1,3,-61,0,1,2
d 520-580 d 520-580 b Passed 2nd time,0,3.875,2,2,2,2,25,7,95,1,2,-61,0,0,2
d 520-580 d 520-580 a Passed 1st time,0,3.75,1,2,1,2,27.5,7,94,1,2,-61,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.125,9,7,9,2,30,7,94,1,4,-61,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.625,4,2,4,2,27,2,95,1,4,-66,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.75,6,6,6,2,26,2,95,2,3,-66,1,0,2
d 520-580 d 520-580 a Passed 1st time,0,3.25,6,7,6,2,29,7,94,1,4,-61,0,1,2
d 520-580 d 520-580 c Failed,0,3.125,1,3,1,2,28.5,7,94,1,4,-61,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.25,7,6,7,2,27,7,94,2,5,-61,1,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.5,6,9,7,2,27.5,7,94,1,4,-61,0,1,2
d 520-580 d 520-580 c Failed,0,3.75,1,1,2,2,25,7,94,1,4,-62,0,1,2
d 520-580 d 520-580 c Failed,0,3.25,1,1,1,2,30,7,94,1,4,-62,0,0,2
d 520-580 d 520-580 a Passed 1st time,0,3.875,5,6,5,2,26,7,94,1,4,-62,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.25,9,8,9,2,29.5,7,94,1,3,-62,0,1,2
d 520-580 d 520-580 b Passed 2nd time,0,3.75,5,4,5,2,24.5,7,95,1,3,-62,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.75,2,5,2,2,27,7,94,2,4,-62,1,0,2
d 520-580 d 520-580 a Passed 1st time,0,3.75,3,5,4,2,27,7,94,1,3,-62,0,1,2
d 520-580 d 520-580 b Passed 2nd time,0,3.625,3,2,3,2,28,7,95,1,3,-62,0,0,2
d 520-580 d 520-580 a Passed 1st time,0,3.75,5,4,5,2,26,7,94,1,4,-62,0,0,2
d 520-580 d 520-580 a Passed 1st time,0,3.375,4,3,4,2,27,2,95,2,3,-67,1,1,2
d 520-580 d 520-580 a Passed 1st time,0,3.625,1,2,2,2,26.5,2,94,1,5,-67,0,0,2
d 520-580 d 520-580 a Passed 1st time,0,4.25,5,7,5,2,22,7,94,1,2,-63,0,1,2
d 520-580 d 520-580 a Passed 1st time,0,3,1,1,1,2,31,7,94,1,4,-63,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.875,5,5,5,2,29,2,95,1,2,-37,0,0,2
e 580-640 e 580-640 a Passed 1st time,0,4.75,6,5,6,2,25,2,95,2,3,-41,1,0,2
e 580-640 e 580-640 c Failed,0,3.75,2,2,2,2,28.5,7,94,1,3,-38,0,0,2
e 580-640 e 580-640 a Passed 1st time,0,3.25,9,10,9,2,33,7,94,1,3,-38,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,2.875,10,10,10,2,35.5,7,95,2,3,-38,1,0,2
e 580-640 e 580-640 a Passed 1st time,0,3.375,4,2,4,2,32,2,94,1,3,-44,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.125,6,7,7,2,33,7,94,1,3,-40,0,0,2
e 580-640 e 580-640 a Passed 1st time,0,3.375,6,7,6,2,32,7,94,1,3,-43,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.25,6,3,7,2,34,7,95,2,2,-45,1,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.375,2,2,2,2,30,7,94,1,5,-45,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,4.625,2,1,2,2,27,7,94,1,4,-45,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3,3,4,3,2,34.5,7,94,1,3,-45,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.125,2,3,2,2,31,2,95,1,3,-50,0,0,2
e 580-640 e 580-640 a Passed 1st time,0,3.625,6,5,6,2,32,7,94,1,2,-46,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.375,9,8,9,2,32,2,95,2,2,-51,1,1,2
e 580-640 e 580-640 c Failed,0,4.125,1,1,2,2,27,7,94,1,4,-46,0,0,2
e 580-640 e 580-640 c Failed,0,3.875,3,4,3,2,29,7,94,1,3,-47,0,1,2
e 580-640 e 580-640 c Failed,0,4.125,1,1,2,2,29,7,95,2,4,-47,1,0,2
e 580-640 e 580-640 a Passed 1st time,0,3.5,1,1,1,2,32,2,95,1,3,-52,0,0,2
e 580-640 e 580-640 c Failed,0,4,1,1,2,2,30,7,94,1,3,-48,0,0,2
e 580-640 e 580-640 a Passed 1st time,0,4.5,10,9,10,2,26,7,94,1,2,-48,0,0,2
e 580-640 e 580-640 a Passed 1st time,0,3,8,9,8,2,35,2,95,1,4,-53,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,4.5,9,10,9,2,27.5,7,94,1,4,-48,0,0,2
e 580-640 e 580-640 a Passed 1st time,0,2.75,5,6,5,2,34,7,94,1,3,-48,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.625,3,3,3,2,32,7,95,1,1,-49,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,4.125,2,4,3,2,28.5,2,95,1,3,-54,0,0,2
e 580-640 e 580-640 a Passed 1st time,0,3.875,4,4,4,2,30,7,94,1,3,-49,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,4.25,7,8,7,2,28,7,94,1,4,-49,0,0,2
e 580-640 e 580-640 c Failed,0,3.625,2,4,3,2,29,7,94,1,3,-49,0,0,2
e 580-640 e 580-640 a Passed 1st time,0,3.875,4,5,4,2,30,7,94,1,3,-49,0,1,2
e 580-640 e 580-640 b Passed 2nd time,0,3.125,4,4,4,2,34,7,95,1,2,-49,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,4,6,5,6,2,28,7,94,1,3,-50,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3,4,2,4,2,33,2,96,1,3,-55,0,1,2
e 580-640 e 580-640 c Failed,0,3.625,3,3,4,2,29,7,95,2,3,-50,1,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.75,2,2,3,2,30,7,94,1,3,-51,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.375,10,8,10,2,31,2,95,1,3,-56,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,2.75,3,5,4,2,34,2,95,2,3,-56,1,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.125,9,6,9,2,34,7,94,1,4,-51,0,0,2
e 580-640 e 580-640 c Failed,0,4,8,7,8,2,28.5,7,94,1,4,-51,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.25,3,1,3,2,32,7,94,1,3,-51,0,1,2
e 580-640 e 580-640 c Failed,0,4.375,4,3,4,2,28,7,94,1,3,-51,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.625,7,7,7,2,28.5,7,95,1,3,-52,0,0,2
e 580-640 e 580-640 b Passed 2nd time,0,4.125,4,4,5,2,28.5,7,95,1,3,-52,0,0,2
e 580-640 e 580-640 c Failed,0,4,1,2,1,2,27,2,95,1,2,-57,0,0,2
e 580-640 e 580-640 a Passed 1st time,0,2.75,4,4,5,2,35,7,94,1,3,-52,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,4,6,9,7,2,28,7,94,1,4,-52,0,0,2
e 580-640 e 580-640 a Passed 1st time,0,3.875,1,1,2,2,29.5,2,95,1,4,-57,0,1,2
e 580-640 e 580-640 c Failed,0,2.875,6,7,6,2,33,7,94,1,5,-52,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.5,8,9,8,2,31,7,94,1,3,-52,0,0,2
e 580-640 e 580-640 a Passed 1st time,0,3.375,6,4,7,2,31,7,94,1,4,-53,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.75,1,2,2,2,28.5,7,94,1,2,-53,0,0,2
e 580-640 e 580-640 a Passed 1st time,0,4.875,7,4,7,2,23,7,94,1,3,-53,0,0,2
e 580-640 e 580-640 c Failed,0,3,4,5,4,2,35,7,94,1,3,-53,0,1,2
e 580-640 e 580-640 c Failed,0,4,5,3,5,2,28,7,94,1,4,-53,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.75,6,3,7,2,30,7,94,2,3,-53,1,0,2
e 580-640 e 580-640 a Passed 1st time,0,3.25,7,6,7,2,31.5,7,94,1,3,-53,0,1,2
e 580-640 e 580-640 b Passed 2nd time,0,3.25,2,1,3,2,34,7,95,1,4,-53,0,1,2
e 580-640 e 580-640 b Passed 2nd time,0,3.375,4,3,5,2,31,7,95,1,4,-54,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,4,5,3,6,2,30,7,94,1,1,-54,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.625,4,5,5,2,30,7,94,1,1,-54,0,1,2
e 580-640 e 580-640 c Failed,0,3.875,1,1,2,2,29.5,7,94,1,3,-54,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.875,6,5,7,2,28,2,95,2,4,-59,1,1,2
e 580-640 e 580-640 c Failed,0,3,8,4,8,2,35,7,95,1,3,-54,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.25,9,9,9,2,34,7,94,1,2,-54,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.875,6,6,7,2,30.5,7,94,1,3,-54,0,0,2
e 580-640 e 580-640 a Passed 1st time,0,3.375,7,3,7,2,31,7,95,2,2,-54,1,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.25,4,4,4,2,34,7,94,1,3,-54,0,0,2
e 580-640 e 580-640 a Passed 1st time,0,2.5,2,2,3,2,35,2,95,1,4,-60,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.25,2,2,2,2,33,7,94,1,3,-55,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,4,10,9,10,2,28,7,94,2,3,-55,1,1,2
e 580-640 e 580-640 c Failed,0,3.625,4,6,5,2,28.5,7,94,1,2,-55,0,0,2
e 580-640 e 580-640 a Passed 1st time,0,3.875,7,8,7,2,30,2,95,2,4,-60,1,1,2
e 580-640 e 580-640 c Failed,0,2.5,1,1,1,2,37,7,94,1,4,-55,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.125,5,7,6,2,31,2,95,1,4,-60,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.25,8,6,8,2,32,7,94,1,4,-55,0,0,2
e 580-640 e 580-640 a Passed 1st time,0,3.125,1,2,1,2,32,2,95,2,2,-60,1,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.625,2,4,3,2,31,7,94,1,3,-55,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.25,5,5,5,2,30.5,2,94,1,4,-61,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.5,4,3,4,2,32.5,7,94,1,5,-56,0,1,2
e 580-640 e 580-640 c Failed,0,4.25,1,2,2,2,28,7,94,1,4,-56,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.125,5,4,6,2,33.5,7,94,1,4,-56,0,0,2
e 580-640 e 580-640 c Failed,0,3.125,2,2,2,2,33,2,95,1,3,-61,0,1,2
e 580-640 e 580-640 b Passed 2nd time,0,3.5,4,3,4,2,32,7,95,1,3,-56,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3,10,10,10,2,34,7,94,1,3,-56,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.25,1,4,2,2,34,7,94,1,4,-56,0,0,2
e 580-640 e 580-640 b Passed 2nd time,0,3.75,1,1,1,2,28,7,95,1,4,-56,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,4.625,5,6,5,2,27,7,94,1,3,-56,0,0,2
e 580-640 e 580-640 a Passed 1st time,0,3.375,2,3,2,2,30,2,96,2,3,-61,1,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.75,7,8,7,2,28.7,7,95,1,3,-56,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.25,3,3,4,2,31,2,95,1,3,-61,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,2.75,6,3,6,2,36,7,94,1,3,-56,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.625,3,4,3,2,29,7,94,1,1,-56,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.125,3,4,4,2,34,7,94,1,2,-56,0,0,2
e 580-640 e 580-640 c Failed,0,3.375,3,2,3,2,31,7,94,1,5,-56,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.625,1,2,1,2,31.5,7,94,1,4,-56,0,1,2
e 580-640 e 580-640 c Failed,0,2.75,3,1,3,2,35,7,95,1,4,-56,0,0,2
e 580-640 e 580-640 a Passed 1st time,0,3.625,6,6,6,2,31.5,7,94,1,4,-56,0,0,2
e 580-640 e 580-640 b Passed 2nd time,0,3.125,2,4,3,2,32,7,96,2,4,-56,1,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.375,7,8,7,2,30.5,7,94,1,4,-56,0,0,2
e 580-640 e 580-640 a Passed 1st time,0,3.5,2,3,3,2,30.5,2,95,1,5,-62,0,0,2
e 580-640 e 580-640 a Passed 1st time,0,3.25,4,6,4,2,32,2,95,2,3,-62,1,1,2
e 580-640 e 580-640 b Passed 2nd time,0,3.625,1,2,2,2,31,7,95,1,4,-57,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.375,1,1,1,2,33,7,94,1,3,-57,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,2.75,5,4,5,2,34,7,94,1,5,-57,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.625,8,9,8,2,31,7,94,1,4,-57,0,0,2
e 580-640 e 580-640 b Passed 2nd time,0,2.625,2,1,2,2,33.5,7,95,1,4,-57,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.375,9,8,9,2,32,7,94,1,3,-57,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.875,3,4,4,2,29,7,94,1,4,-57,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.375,10,10,10,2,33,2,95,2,3,-62,1,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.375,3,5,4,2,31,7,94,1,2,-57,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3,4,2,4,2,33.5,7,94,1,2,-57,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,4,1,2,1,2,28,2,95,1,4,-62,0,0,2
e 580-640 e 580-640 a Passed 1st time,0,2.875,5,6,5,2,35,7,94,1,4,-57,0,0,2
e 580-640 e 580-640 b Passed 2nd time,0,3.5,3,3,3,2,30,7,95,2,4,-57,1,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.125,3,1,4,2,31,7,95,1,2,-57,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,2.625,4,7,4,2,35.5,7,94,1,1,-57,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.25,9,7,9,2,33,7,94,1,4,-57,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.75,6,5,7,2,29.5,7,94,1,1,-58,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.125,8,8,8,2,32,7,94,1,3,-58,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.625,1,1,2,2,30.5,2,94,1,4,-63,0,0,2
e 580-640 e 580-640 a Passed 1st time,0,3,5,5,5,2,34,2,94,1,4,-63,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.375,6,6,6,2,33,2,94,1,4,-63,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,4,5,6,6,2,28,7,94,1,4,-58,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,4.5,7,7,7,2,25,7,94,1,3,-58,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,4.125,3,5,4,2,29,7,95,1,3,-58,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.75,5,5,5,2,29,7,94,1,4,-58,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.125,5,6,5,2,34,7,94,1,5,-58,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.125,5,6,5,2,34,7,94,1,5,-58,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.75,7,8,7,2,31,2,95,1,3,-63,0,1,2
e 580-640 e 580-640 c Failed,0,2.75,3,3,3,2,35,7,94,1,3,-58,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.625,7,8,7,2,32,7,94,1,3,-58,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,2.625,5,5,6,2,37,2,94,1,4,-63,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3.125,7,7,7,2,33,7,94,1,4,-58,0,1,2
e 580-640 e 580-640 c Failed,0,3.75,1,3,1,2,31.5,7,94,1,3,-58,0,0,2
e 580-640 e 580-640 a Passed 1st time,0,4,1,2,2,2,28,7,94,1,5,-58,0,1,2
e 580-640 e 580-640 b Passed 2nd time,0,3.125,2,2,2,2,34,7,95,1,2,-58,0,0,2
e 580-640 e 580-640 c Failed,0,3.5,6,5,7,2,32,7,95,1,4,-58,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,3,3,6,4,2,33,7,94,1,2,-58,0,1,2
e 580-640 e 580-640 c Failed,0,2.875,3,5,4,2,35.5,7,94,1,3,-58,0,1,2
e 580-640 e 580-640 a Passed 1st time,0,4,6,8,7,2,28,7,94,1,4,-58,0,1,2
e 580-640 e 580-640 c Failed,0,3.25,7,6,8,2,34,7,94,1,3,-58,0,0,2
e 580-640 e 580-640 a Passed 1st time,0,3,7,4,7,2,32.5,7,94,1,4,-59,0,1,2
